date,strategy_cumulative,buy_hold_cumulative
2025-07-16,1.1302104858991018,1.8079095244818648
2025-07-17,1.1302104858991018,1.8183004483272946
2025-07-18,1.1302104858991018,1.84700733483124
2025-07-21,1.1302104858991018,1.868271007526927
2025-07-22,1.1302104858991018,1.8469265852588055
2025-07-23,1.1302104858991018,1.8355440933749523
2025-07-24,1.1302104858991018,1.8160612084213201
2025-07-25,1.1302104858991018,1.804078919021903
2025-07-28,1.1302104858991018,1.8175615635043711
2025-07-29,1.1302104858991018,1.8083994556625802
2025-07-30,1.1302104858991018,1.8204923668743336
2025-07-31,1.1302104858991018,1.8458689081848882
2025-08-01,1.1302104858991018,1.8553996415404481
2025-08-04,1.1302104858991018,1.873334843360215
2025-08-05,1.1302104858991018,1.8686567820282307
2025-08-06,1.1302104858991018,1.8807240983730855
2025-08-07,1.1302104858991018,1.8950472897796502
2025-08-08,1.1302104858991018,1.8488230859217634
2025-08-11,1.1302104858991018,1.8502260474290733
2025-08-12,1.1302104858991018,1.8541819890276074
2025-08-13,1.1302104858991018,1.8381483179174423
2025-08-14,1.1302104858991018,1.8436730955372695
2025-08-15,1.1302104858991018,1.8375380854645276
2025-08-18,1.1302104858991018,1.822898910940158
2025-08-19,1.1302104858991018,1.8348524314648527
2025-08-20,1.1302104858991018,1.8300045525185822
2025-08-21,1.1302104858991018,1.8564226296626036
2025-08-22,1.1302104858991018,1.8568729060644218
2025-08-25,1.1302104858991018,1.870966106851622
2025-08-26,1.1302104858991018,1.8796308414355705
2025-08-27,1.1302104858991018,1.8959106975027975
2025-08-28,1.1302104858991018,1.9175827892476074
2025-08-29,1.1302104858991018,1.968536219486779
2025-09-02,1.1302104858991018,1.992757890532857
2025-09-05,1.1302104858991018,2.006340715054422
2025-09-08,1.1302104858991018,2.004519438372892
2025-09-09,1.1302104858991018,2.010102941898498
2025-09-10,1.1302104858991018,2.0026561070025295
2025-09-11,1.1302104858991018,2.014427722907207
2025-09-12,1.1302104858991018,2.0327562725040154
2025-09-15,1.1302104858991018,2.032906966489183
2025-09-16,1.1302104858991018,2.023493803875856
2025-09-17,1.1302104858991018,2.0031489563227427
2025-09-18,1.1302104858991018,2.0252330669223517
2025-09-19,1.1302104858991018,2.060884895060477
2025-09-22,1.1302104858991018,2.0877187112860356
2025-09-23,1.1302104858991018,2.0726896402317188
2025-09-24,1.1302104858991018,2.0746683421780894
2025-09-25,1.1302104858991018,2.095857633464845
2025-09-26,1.1302104858991018,2.118871409990132
2025-09-29,1.1302104858991018,2.1305721837157643
2025-09-30,1.1302104858991018,2.1486773010119937
2025-10-01,1.1302104858991018,2.1294456898509817
2025-10-02,1.1302104858991018,2.153142074213625
2025-10-03,1.1302104858991018,2.191071221632673
2025-10-06,1.1302104858991018,2.206316161031011
2025-10-07,1.1302104858991018,2.243866565513484
2025-10-08,1.1302104858991018,2.190889382420526
2025-10-09,1.1302104858991018,2.2095155545270484
2025-10-10,1.1302104858991018,2.2804831698399006
2025-10-13,1.1302104858991018,2.294803938287997
2025-10-14,1.1302104858991018,2.3190512903156324
2025-10-15,1.1302104858991018,2.350360637382461
2025-10-16,1.1302104858991018,2.3055223121596744
2025-10-17,1.1302104858991018,2.386449461475549
2025-10-20,1.1302104858991018,2.246456196959036
2025-10-21,1.1302104858991018,2.225735642670364
2025-10-22,1.1302104858991018,2.2636257821557324
2025-10-23,1.1302104858991018,2.2607266340950987
2025-10-24,1.1302104858991018,2.198027297738077
2025-10-27,1.1302104858991018,2.1881692116127023
2025-10-28,1.1302104858991018,2.197908804955698
2025-10-29,1.1302104858991018,2.210624282428563
